DISA,Altitude,Mach,FRAC,power_kW,FuelFlow_kgph,JetThrust_N
0,2285.999926848002,0.1,0.6,523.683713432,213.8926283813844,372.32563994808
0,2285.999926848002,0.1,0.7,610.991848796,232.2207818213735,426.82604096412
0,2285.999926848002,0.1,0.8,698.25973373,251.6294303879162,483.4828812093
0,2285.999926848002,0.1,0.9,785.559308744,272.4397710166016,541.67680387548
0,2285.999926848002,0.1,1.0,872.829561482,294.5803317950649,599.54371120014
0,2285.999926848002,0.15,0.0,4.496486652,97.76739641721854,0.0
0,2285.999926848002,0.15,0.5,436.401257626,195.9646404570444,271.43593577856
0,2285.999926848002,0.15,0.6,523.674378734,213.7288956197042,319.8220359936
0,2285.999926848002,0.15,0.7,610.957107576,231.9940291442439,371.258449695
0,2285.999926848002,0.15,0.8,698.2506728139999,251.2715257925247,425.18517267408
0,2285.999926848002,0.15,0.9,785.5244317519999,271.87607297478,481.1473877805
0,2285.999926848002,0.15,1.0,872.806886812,293.7496763125284,536.9796881735999
0,2285.999926848002,0.2,0.0,6.082431177999999,98.07171041177538,0.0
0,2285.999926848002,0.2,0.5,436.425890546,195.6926284732832,222.17902087878
0,2285.999926848002,0.2,0.6,523.7048856580001,213.5092246362152,267.27562236984
0,2285.999926848002,0.2,0.7,610.9862023219999,231.7466026187971,315.6036065905801
0,2285.999926848002,0.2,0.8,698.264059038,250.8405212016693,366.7762897764
0,2285.999926848002,0.2,0.9,785.573150774,271.1010988699084,420.59326627164
0,2285.999926848002,0.2,1.0,872.842492646,292.6600578387009,474.2991974028
0,2285.999926848002,0.25,0.0,8.094813922,98.49990936632497,0.0
0,2285.999926848002,0.25,0.5,436.41573674,195.3817679940125,172.83711383946
0,2285.999926848002,0.25,0.6,523.690588568,213.2218646943663,214.68848084376
0,2285.999926848002,0.25,0.7,610.96981121,231.4238632148236,259.90051809204
0,2285.999926848002,0.25,0.8,698.26742872,250.2507813157036,308.2620685809
0,2285.999926848002,0.25,0.9,785.546924398,270.2566509971877,359.64940507104
0,2285.999926848002,0.25,1.0,872.8257367399999,291.2509126179806,411.3404482299
0,2285.999926848002,0.3,0.0,10.566199276,98.9733891481448,0.0
0,2285.999926848002,0.3,0.5,436.415145162,194.9998487050712,123.40976539038
