DISA,Altitude,Mach,FRAC,power_kW,FuelFlow_kgph,JetThrust_N
0,2285.999926848002,0.45,0.8,768.0711324264,247.9604674629412,80.243280808614
0,2285.999926848002,0.45,0.9,864.0892955288,266.8226073638755,124.34901460535401
0,2285.999926848002,0.45,1.0,960.0987947364001,285.8298342644471,170.48543422772403
0,2285.999926848002,0.5,0.0,29.521011966600003,101.4799194540506,0.0
0,2285.999926848002,0.5,0.5,480.0385785778,192.6682161617527,0.0
0,2285.999926848002,0.5,0.6,576.0584953024002,210.4228057506124,-54.969520083324014
0,2285.999926848002,0.5,0.7,672.0733029714002,228.5649680066225,-22.001406775656005
0,2285.999926848002,0.5,0.8,768.0714327660002,247.2598495038556,15.1652497227
0,2285.999926848002,0.5,0.9,864.091299434,266.0765307983308,56.019043341030006
0,2285.999926848002,0.5,1.0,960.0974924442002,284.6821357974236,98.949409732866
0,2285.999926848002,0.55,0.0,35.8389434832,102.2610115022226,0.0
0,2285.999926848002,0.55,0.5,480.05380481080005,191.7896884863467,0.0
0,2285.999926848002,0.55,0.6,576.0681119138,209.6096966061871,-114.00565226589002
0,2285.999926848002,0.55,0.7,672.076458999,227.7384814460673,-84.28734577032002
0,2285.999926848002,0.55,0.8,768.0927691866,246.4026950975234,-50.151816250998
0,2285.999926848002,0.55,0.9,864.0968089424001,265.2571540018144,-12.48212567679
0,2285.999926848002,0.55,1.0,960.0951881994,283.7064793978046,27.223892400474003
0,3047.999902464003,0.0,0.0,5.3538414006,90.58480045522998,0.0
0,3047.999902464003,0.0,0.5,480.04373769000006,186.9740834770026,450.894838052736
0,3047.999902464003,0.0,0.6,576.0562419348,204.829642288397,516.58229751975
0,3047.999902464003,0.0,0.7,672.0604810964002,223.8474914955094,584.736290528544
0,3047.999902464003,0.0,0.8,768.0743877466001,244.2061541528622,654.609218978022
0,3047.999902464003,0.0,0.9,864.0740701164001,266.3850642415858,723.6335471534401
0,3047.999902464003,0.0,1.0,960.0958898124,289.3893469638937,793.011245929056
0,3047.999902464003,0.05,0.0,5.5603453906,90.6267474548671,0.0
0,3047.999902464003,0.05,0.5,480.0552072162,186.9492977831806,400.040380970538
0,3047.999902464003,0.05,0.6,576.0608496038001,204.8011162140071,462.23724702863404
0,3047.999902464003,0.05,0.7,672.0534190128001,223.791738538329,527.2234112509981
0,3047.999902464003,0.05,0.8,768.0757400954,244.101986776286,594.3260510043781
0,3047.999902464003,0.05,0.9,864.0781763988001,266.2375505560192,661.021780491996
0,3047.999902464003,0.05,1.0,960.1027007924,289.2149638252745,728.199792664344
0,3047.999902464003,0.1,0.0,6.227496473,90.75265208001453,0.0
0,3047.999902464003,0.1,0.5,480.04834535900005,186.8736995222716,349.172331017664
